Link,Địa chỉ,Khoảng giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Hướng nhà,Hướng ban công,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Mô tả,Quan_Huyen,Phuong_Xa,Dien_Tich,Chuc_Nang_QHPK,Ten_Do_An,Trang_Thai
https://batdongsan.com.vn/ban-nha-mat-pho-duong-chu-van-an-phuong-26-66/24-9-ty-ban-can-goc-2-tien-26-binh-thanh-ngang-20x4m-6-tang-thang-may-pr45725150,"Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Hồ Chí Minh","24,9 tỷ",72 m²,,,6 tầng,,,,Sổ đỏ/ Sổ hồng,,10.8106630064744,106.707436380037,"24.9 tỷ! Bán nhà góc 2 mặt tiền Chu Văn An, Phường 26, Quận Bình Thạnh - Ngang 20x4m - 6 Tầng Thang máy.

- Vị trí đẹp, khu kinh doanh sầm uất nhận dòng tiền sẵn.
- Diện tích: 4x20m.
- Công nhận: 72m².
- Kết cấu: Trệt + lửng + 3 lầu + sân thượng.
+ Có thang máy phù hợp khai thác văn phòng, CHDV.
+ Nhà góc 2 mặt tiền, cực thoáng nhận diện thương hiệu tốt.
- Hợp đồng thuê: 90 triệu/tháng (dòng tiền ổn định).

Liên hệ ngay Minh Anh
0765 658 ***
để xem trong, thương lượng và gửi sản phẩm theo nhu cầu.",Quận Bình Thạnh,Phường 26,1799.8,Đất giao thông,"Đồ án quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 26 (phần còn lại), Quận Bình Thạnh (phần quy hoạch - kiến trúc và giao thông)",Thành công
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-61-phuong-thao-dien-54/ban-bt-moi-100-moi-xay-tuyet-ep-5pn-5wc-98m2-tai-uong-61-ien-q2-gia-thuc-17-8-ty-pr45174323,"22/4, Đường Số 61, Phường Thảo Điền, Quận 2, Hồ Chí Minh","16,9 tỷ","78,7 m²",5 phòng,5 phòng,3 tầng,Tây - Bắc,Tây - Bắc,4 m,Sổ đỏ/ Sổ hồng,,10.8114321780967,106.72779802533,"Bán BT mới xây tuyệt đẹp 5PN, 5WC, tại 22/4 Đường Số 61, Thảo Điền, Q2, giá thực chính chủ 16.9tỷ.

Dt đất: 7.3 x 13.5 (98m²), DT XD: 7.3 x 11, DT sử dung: 240m² (01 trệt và 2 lầu). DT CN 78.7m².

Nhà biệt thự mới 100%, nhà 3 tầng, 5 phòng ngủ, 5 toilet. Khu vực trung tâm Thảo Điền.

Ngõ vào rộng 4m, mặt tiền 7.4m, Khu vực yên tĩnh, an ninh, bao quanh bởi nhiều trường học quốc tế, nhiều giáo viên người nước ngoài sinh sống.

Pháp lý đầy đủ sổ đỏ, sổ hồng.

Hướng cửa chính Tây Bắc, ban công Tây Bắc.

Liên hệ chính chủ để biết thêm chi tiết.

ĐT/Zalo: Trần Hữu Tùng
0835 016 ***
.",,,,,,Bị khóa: The land is temporarily locked!
https://batdongsan.com.vn/ban-nha-mat-pho-duong-hong-ha-phuong-2-22-69/sieu-vi-tri-tien-kinh-doanh-khu-san-bay-can-goc-5-3x21m-tang-gpxd-ham-7-tang-25-2-ty-pr44233376,"Đường Hồng Hà, Phường 2, Quận Tân Bình, Hồ Chí Minh",25 tỷ,"110,2 m²",3 phòng,3 phòng,3 tầng,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,10.8099085194908,106.670926140566,"Tài sản đẹp cả diện tích lẫn vị trí. Quý anh chị đang tìm mua nhà mặt tiền để xây tòa nhà, văn phòng, căn hộ, khách sạn - không nên bỏ lỡ.

- Vị trí: Mặt tiền đường Hồng Hà, tuyến đường huyết mạch đi sân bay Tân Sơn Nhất, cách sân bay 600m. Ngay ngã tư thông sang đường Bạch Đằng, bên cạnh tòa nhà Vietnam Airlines, Vị trí vàng để kinh doanh văn phòng, khách sạn, nhà hàng,...
- Diện tích: 5,5x21m. Vuông vức trước sau. Công nhận 110,2m². Phong thủy tốt.
- Hiện trạng: 3 tầng nhà cũ, phù hợp xây mới. Tặng GPXD 1 hầm 7 tầng. Mật độ xây dựng 92%.
- Pháp lý: Sổ hồng không vay mượn, công chứng được ngay.

- Giá bán: 25 tỷ còn bớt cho khách thiện chí. Hỗ trợ vay 3 bên.

- Nhanh tay liên hệ:
0901 338 ***
- Thanh Tiến - để xem nhà và nhận thêm thông tin về những bất động sản tốt đang được chào bán tại khu vực.",Quận Tân Bình,Phường 2,3206.0,Đất hỗn hợp (ở kết hợp thương mại dịch vụ - văn phòng),"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 2, Quận Tân Bình | Đồ án quy hoạch chi tiết xây dựng đô thị (quy hoạch phân khu) tỷ lệ 1/2000 Khu dân cư Phường 9, Quận Phú Nhuận",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-cong-dinh-phuong-14-10-69/can-goc-8x18m-4-tang-18-phong-dong-tien-120tr-thang-nhua-8m-sat-mat-tien-khu-bau-cat-pr44899155,"Đường Trương Công Định, Phường 14, Quận Tân Bình, Hồ Chí Minh","29,9 tỷ",145 m²,18 phòng,18 phòng,4 tầng,,,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ.,10.7953548793141,106.640567503263,"Đón đầu Metro số 2, chính chủ gửi bán tài sản dòng tiền siêu đẹp khu Bàu Cát, Trường Chinh, P14, Tân Bình.

- Vị trí: Đường nhựa 8m sát mặt tiền, nằm trong khu Bàu Cát sầm uất ngày đêm. Kết nối tới nhà ga T3 chỉ 5p. Khu vực tăng giá ổn định, thanh khoản tốt.
- Diện tích: 8x18m 145m², sổ vuông đẹp. Công nhận đủ 145m².
- Kết cấu: Trệt + 3 lầu, có thang máy 650kg mới lắp. Gồm mặt bằng kinh doanh và 18 phòng căn hộ full nội thất. Mang về dòng tiền ổn định 120tr/tháng.

- Giá bán: 29.9 tỷ còn thương lượng.

- Liên hệ:
0901 338 ***
- Thanh Tiến.",Quận Tân Bình,Phường 14,378.2,Đất ở - hiện hữu,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 14, Quận Tân Bình",Thành công
https://thepeakgarden.vn/,,,,,,,,,,,,,,,,,,,,Thiếu tọa độ
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-vien-phuong-pham-ngu-lao-1-53/ban-goc-2-mat-hem-q1-dong-tien-manh-khai-thac-airbnb-cuc-tot-gia-8-45-ty-tl-pr45639929,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh","8,45 tỷ",25 m²,,,,,,,,,10.7665927906377,106.692772744927,"Bán nhà góc 2 mặt hẻm Bùi Viện Q1 dòng tiền mạnh khai thác Airbnb cực tốt giá 8.45 tỷ TL.

Căn nhà tọa lạc tại khu phố Tây Bùi Viện, Phường Bến Thành, Quận 1 trung tâm du lịch sầm uất bậc nhất TP. HCM, nơi tập trung lượng khách quốc tế đông, nhu cầu lưu trú rất cao.

Nhà sở hữu vị trí góc 2 mặt hẻm thông thoáng, cực kỳ hiếm trong khu vực, phù hợp khai thác homestay, Airbnb, căn hộ dịch vụ hoặc kinh doanh mô hình lưu trú ngắn hạn.

Diện tích 3 x 8.4m, diện tích sử dụng khoảng 100m². Kết cấu 3 tầng + sân thượng, gồm 1 phòng khách, 2 phòng ngủ, 3 WC, mỗi tầng 1 phòng lớn, bố trí hợp lý.

Hiện trạng nhà mới xây, đã hoàn công, đang cho thuê khoán 20 triệu/tháng (hợp đồng dài hạn, tăng 5% mỗi năm). Nếu tự vận hành có thể đạt doanh thu khoảng 60 triệu/tháng. Nhà đã setup sẵn nội thất cơ bản mua vào khai thác ngay.

* Điểm mạnh đầu tư:
Trung tâm phố Tây dòng khách ổn định quanh năm.
Góc 2 mặt hẻm thoáng dễ khai thác.
Có sẵn dòng tiền tối ưu lợi nhuận tốt.
Giá mềm hiếm trong khu Bùi Viện.

Pháp lý: Sổ hồng riêng hoàn công đầy đủ.

Giá bán: 8.45 tỷ (còn thương lượng).

Liên hệ xem nhà chốt nhanh sản phẩm dòng tiền.
0965 221 ***
Viết Ân Luxury (Chuyên bất động sản trung tâm).",Quận 1,Phường Phạm Ngũ Lão,35.6,Đất phức hợp - chủ đạo chức năng ở,Đồ án quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 (quy hoạch phân khu) Khu Trung tâm hiện hữu thành phố Hồ Chí Minh (930ha),Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-16-1-60/chu-ngop-ban-moi-4-tang-hem-xe-hoi-au-cua-uong-quan-8-pr45718311,"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh","5,8 tỷ","53,5 m²",4 phòng,3 phòng,4 tầng,,,4 m,Sổ đỏ/ Sổ hồng.,,10.7235453753802,106.619815401345,"Bán nhà căn góc hẻm An Dương Vương Phường Phú Định (Phường 16 Quận 8 cũ). Nhà khu dân cư an ninh.
- Diện tích đất: 53.5m² (3.93m x 13.47m).
- Hiện trạng: 1 trệt 2 lầu sân thượng với 4 phòng ngủ, 3 toilet.
- Hướng: Bắc.
- Pháp lý: Sổ hồng riêng.
- Vị trí: Căn góc hẻm 4m thông thoáng, xe hơi đậu trước nhà, khu vực an ninh.
----------------------
Giá 5,8 tỷ thương lượng chính chủ.
Liên hệ:
0931 155 ***
Minh Nhà Đẹp.
(Pháp Lý Minh Bạch - Hỗ Trợ Vay Bank - Miễn Phí Đăng Bộ Sang Tên).",Quận Bình Tân,Phường An Lạc,3293.2,Đất giao thông,"Đồ án quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 (quy hoạch phân khu) Khu dân dư Phường 16, Quận 8 | Đồ án quy hoạch phân khu (điều chỉnh quy hoạch chi tiết xây dựng đô thị) tỷ lệ 1/2000 Khu dân cư phía Nam Đại Lộ Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-le-hong-phong-phuong-12-5-62/dep-ky-hoa-5x24m-5-lau-hdt-80tr-th-vi-tri-dep-gia-28-6-ty-tl-pr43377808,"Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh","28,6 tỷ",121 m²,6 phòng,8 phòng,5 tầng,,,10 m,Sổ đỏ/ Sổ hồng,,10.7721027141512,106.672354308402,"Bán nhà hẻm 10m đường Lê Hồng Phong, khu biệt thự Vườn Lan - Kỳ Hòa tập trung nhiều biệt thự, văn phòng, phòng khám,... Gần trung tâm thương mại Vạn Hạnh Mall, Hà Đô Centrosa thuận tiện sử dụng khai thác kinh doanh nhiều loại hình dịch vụ.
Diện tích: 5 x 24m 121m², nhà 5 lầu nhà vị trí đẹp.
Sổ hồng chính chủ thuận tiện mua bán sang tên nhanh.
Giá bán: 28.6 tỷ thương lượng.
Vui lòng liên hệ:
0937 865 ***
Thanh Tùng để hỗ trợ xem nhà, thương lượng giá tốt.
Cảm ơn quý khách đã quan tâm, nhận hỗ trợ ký gởi mua bán nhà phố quận trung tâm.",Quận 10,Phường 12,4918.0,Đất giao thông,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 (quy hoạch phân khu) Khu dân cư Phường 12, Quận 10 (quy hoạch sử dụng đất, kiến trúc, giao thông)",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-tan-ky-tan-quy-phuong-tan-quy-2-70/ban-moi-khu-ong-bo-dan-tri-an-ninh-cao-hxh-4-x-14m-4-tang-ngay-canh-aeon-mall-pr45723570,"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh","9,9 tỷ",56 m²,,,3 tầng,,,,Sổ đỏ/sổ hồng,,10.799515163864,106.619315342165,"- Đoạn cực sang tiềm năng cực kì cao khi MT Tân Kỳ Tân Quý mở ra thì đây là 1 trong những đoạn đường sang nhất Tân Kỳ Tân Quý.
- Cạnh bên nhiều trọng điểm tiện ích như: Aeon Mall Tân Phú sát cạnh, chợ, khu Ngân Hàng Tân Sơn Nhì,...
- Nhà mới xây sẵn, khu vực điện nước âm, có công viên trước nhà.
- DT: 4 x 14m.
- Kết cấu: Trệt, 2 lầu, sân thượng.
- Giá: 9,9 tỷ bớt lộc.",Quận Tân Phú,Phường Sơn Kỳ,1530.2,Đất giao thông,"Đồ án quy hoạch phân khu tỷ lệ 1/2000 Khu 1, Quận Tân Phú (quy hoạch sử dụng đất, kiến trúc, giao thông) | Đồ án quy hoạch phân khu tỷ lệ 1/2000 Khu 2, Quận Tân Phú (quy hoạch sử dụng đất, kiến trúc, giao thông)",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-12-10-69/mat-tien-hem-ke-k300-sat-san-bay-60m2-su-dung-cong-nhan-39-2m-3-tang-pr45723314,"Đường Hoàng Hoa Thám, Phường 12, Quận Tân Bình, Hồ Chí Minh","8,89 tỷ","39,2 m²",2 phòng,3 phòng,3 tầng,,,12 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.804301125837,106.647792253643,"Mặt tiền hẻm 12m Hoàng Hoa Thám - kế K300 sát Sân bay - 60m² sử dụng công nhận 39,2m - 3 tầng, LG kinh doanh, pháp lý chuẩn xây dựng 38m, không lỗi nhỏ.
Liên hệ: Trần Quang xem nhà (không tiếp MG, trung gian, chuyên hỗ trợ pháp lý).",Quận Tân Bình,Phường 12,252802.3,Đất giao thông,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 12, Quận Tân Bình | Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 13, Quận Tân Bình",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-yen-the-phuong-2-22-69/sieu-pham-nup-hem-7m-villa-pho-uong-ngang-lon-7-1x22m-cn-156-2m2-ham-4tang-6pn-lon-pr45722932,"Đường Yên Thế, Phường 2, Quận Tân Bình, Hồ Chí Minh",26 tỷ,"156,2 m²",6 phòng,7 phòng,4 tầng,,,7 m,Sổ đỏ/ Sổ hồng,Cơ bản,10.8123878451955,106.668783032353,"Vị trí quá đẹp, ngang lớn, hẻm xe hơi 7m thông, đường Yên Thế, P2, Tân Bình.

Khu vực sân bay, sát Cửu Long, Lam Sơn, Hồng Hà, Gần công viên Gia Định.

Ngang đẹp 7,1 x22m. DTCN 156,2m².

Kết cấu hầm + 4 tầng. HĐT 40tr/tháng (lấy lại dc).

Nhà hướng Đông tứ trạch.

Thích hợp ở, kinh doanh, cho thuê.

Giá chào bán: 26 tỷ (thương lượng) - đơn giá 166tr/m² rẻ nhất khu vực.

Vui lòng liên hệ:
0917 750 ***
Thuận Lê I Bighouses. Làm việc chính chủ tài sản.",Quận Tân Bình,Phường 2,631.2,Đất ở,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 2, Quận Tân Bình",Thành công
https://batdongsan.com.vn/ban-nha-mat-pho-duong-giang-van-minh-phuong-an-phu-54/sieu-pham-ep-goc-2mt-quan-2-25x20m-2-tang-thu-nhap-350-trieu-th-gia-150-ty-pr45476814,"Đường Giang Văn Minh, Phường An Phú, Quận 2, Hồ Chí Minh",150 tỷ,"490,6 m²",,,2 tầng,,,,,,10.8057082323929,106.74973226419,"Siêu phẩm đẹp góc 2MT Giang Văn Minh, Quận 2.
- Diện tích: 25x20m 490.6m².
- Kết cấu: 2 tầng.
- Thu nhập 350 triệu/tháng.
- Vị trí đẹp sang trọng đối diện chung cư cao cấp The Vista - ngay Ga Metro cực kỳ tiềm năng.
- Giá bán: 150 tỷ.
- Liên hệ:
0938 134 ***
- Thanh Tùng.",,,,,,Bị khóa: The land is temporarily locked!
https://batdongsan.com.vn/ban-nha-rieng-duong-doan-van-bo-phuong-16-56/chdv-q4-chua-den-75-trieu-m2-dong-tien-9-phong-cho-thue-so-172-9-m-pr44823146,"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh","12,9 tỷ","172,9 m²",9 phòng,,2 tầng,,,,Sổ đỏ/ Sổ hồng,Cơ bản,10.7571966450384,106.713622681087,"Bán nhà diện tích khủng gần ra hẻm xe hơi Tôn Thất Thuyết, P. 16 (P. Xóm Chiếu mới), Quận 4. Sát vách Quận 1 - 2 - 5 - 7 - 8.

Diện tích sổ: 172,9 m² (ngang 10,3 m x dài 20,5 m).

Hiện đang làm 9 phòng cho thuê, đầy đủ phòng cháy chữa cháy. Dòng tiền 45 triệu/ tháng.

Giá: 12,9 tỷ. Ngân hàng cho vay thoải mái. Sổ hồng đầy đủ.

(Miễn trung gian).",Quận 4,Phường 16,56.8,Đất giao thông,"Đồ án điều chỉnh quy hoạch phân khu tỷ lệ 1/2000 Khu dân cư Phường 16, Quận 4",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-dinh-tuy-phuong-24-66/ban-can-re-nhat-trung-tam-binh-thanh-77-5m2-hem-rong-rai-chi-nhinh-5-ty-pr45586112,"Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, Hồ Chí Minh","5,2 tỷ","77,5 m²",3 phòng,2 phòng,2 tầng,,,,,,10.8080124990296,106.704146980204,"Liền còn kịp khách ơi! Vừa bán vừa cho.

Chính chủ lâu năm bán gấp chỉ 5.2 tỷ.
77,5m² (5x15m) Bùi Đình Túy, Bình thạnh.
Ngay nút Phan Văn Trị, CN đủ 77,5m², full thổ cư, nhà không lộ giới.

Sát chợ Bà Chiểu, qua cây cầu là Quận 1.
Tương lai ra mặt tiền 40m (Bùi Đình Túy đang mở rộng 40m).
Tiềm năng tăng giá cực mạnh.

Cần tiếp khách thiện chí, nhanh tay mới kịp ạ..",Quận Bình Thạnh,Phường 12,1894.2,Đất giao thông,Điều chỉnh tổng thể quy hoạch chi tiết xây dưng đô thị tỷ lệ 1/2000 (quy hoạch phân khu) Khu dân cư Phường 12 (phần còn lại),Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-xom-chieu-phuong-15-56/chi-100tr-m2-hem-o-to-cuc-hiem-quan-4-109m2-4-1-x-27-ko-quy-hoach-ko-lg-nhinh-10t-pr45343436,"Đường Xóm Chiếu, Phường 15, Quận 4, Hồ Chí Minh","10,8 tỷ","108,8 m²",3 phòng,2 phòng,2 tầng,,,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.7553541200288,106.70923794389,"Hẻm ô tô cực hiếm Quận 4 - chỉ 100tr/m².
Diện tích khủng 108.8m², ngang 4.1m - ô tô ngủ trong nhà. Không quy hoạch - không lộ giới. Chỉ 10.8 tỷ TL.
Xóm Chiếu - Ngay Tôn Thất Thuyết Quận 4.

Mô tả:
+ Diện tích khủng 108.8m², công nhận đủ trên sổ. Ngang 4.1m dài sâu gần 27m.
+ Hiện trạng 1 Trệt + lửng, gồm 3PN - 2WC, nhà cũ tiện xây sửa mới. Nhà đang cho thuê 12tr/tháng.
+ Khu này cho xây dựng cao tầng, thích hợp mua ở, xây cho thuê CHDV khai thác dòng tiền khủng. Làm văn phòng công ty, Spa, nail,
+ Vị trí: Hẻm trước nhà gần 4m, chỉ ~50m ra mặt tiền Xóm Chiếu, hẻm thông tứ tung. Giao thông kết nối đường Xóm Chiếu Nguyễn Tất Thành Tôn Đản, di chuyển nhanh sang Quận 1, Quận 7, Phú Mỹ Hưng.
+ Sổ hồng riêng, không quy hoạch, không lộ giới. Công chứng ngay.

Liên hệ: Zalo
0908 937 ***
- Vi Liên nhận ký gửi - mua bán nhà đất Sài Gòn tư vấn pháp lý - tư vấn hỗ trợ vay ngân hàng - kho hàng nhà đẹp - giá rẻ.
- Chuyên BĐS dòng tiền - nhà mặt tiền kinh doanh.",Quận 4,Phường 15,211.1,Đất trường học dự kiến,"Đồ án điều chỉnh quy hoạch phân khu tỷ lệ 1/2000 Khu dân cư Liên Phường 14, Phường 15, Quận 4",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-thang-long-1-phuong-4-20-69/hiem-mt-hem-kinh-doanh-6-tang-ngang-5-2m-sat-san-bay-co-dong-tien-cho-thue-cao-pr45723216,"Đường Thăng Long, Phường 4, Quận Tân Bình, Hồ Chí Minh","9,89 tỷ","41,5 m²",8 phòng,8 phòng,6 tầng,,,8 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.804343609758,106.661002133042,"Vị trí mặt tiền hẻm kinh doanh Thăng Long - sát sân bay Tân Sân nhất, 6 tầng ngang 5,2m, có chỗ lắp thang máy, pháp lý chuẩn, không LG lỗi phong thủy.
Liên hệ: Trần Quang xem nhà (không tiếp MG, trung gian - chuyên hỗ trợ, tư vấn pháp lý).",Quận Tân Bình,Phường 4,,,,Đã được điền từ cột Địa chỉ
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-hai-phuong-3-22-69/ban-hem-xe-hoi-uong-tan-binh-full-noi-that-4-tang-pr45581382,"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Hồ Chí Minh","8,3 tỷ","38,5 m²",4 phòng,4 phòng,4 tầng,,,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.7935273382793,106.662508430385,"+ Vị trí đẹp, giáp Phú Nhuận, Quận 10, Quận 3, gần sân bay Tân Sơn Nhất.
+ Hẻm 4m xe hơi đỗ cửa thông Trường Sa, dân trí, văn minh.
+ Kết cấu 1 trệt, 2 lầu, sân thượng gồm phòng khách, 4 phòng ngủ, 4 wc, bếp, ban công thoáng mát.
+ Nhà đẹp đủ công năng sử dụng, full nội thất sang trọng.
+ Khu vực an ninh, dân trí thích hợp mua ở, đầu tư cho thuê.
+ Sổ hồng riêng, công chứng ngay.
Liên hệ: Tuấn Nhà Phố.
Ms: Tb89.14526.",Quận Tân Bình,Phường 3,583.3,Đất giao thông,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 Khu dân cư Phường 3, Quận Tân Bình",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-bui-huu-nghia-phuong-12-7-66/sieu-dong-tien-chdv-13pn-khai-thac-60trieu-thang-4x20m-4-tang-hxh-toi-p12-inh-tuy-pr45403157,"Đường Bùi Hữu Nghĩa, Phường 12, Quận Bình Thạnh, Hồ Chí Minh","12,9 tỷ",76 m²,13 phòng,13 phòng,4 tầng,,,5 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.797826963186,106.69879328841,"* Siêu dòng tiền CHDV 13PN khai thác ~ 60triệu/tháng - (4x20m) 4 tầng - HXH tới nhà P12 Bùi Đình Túy.

- Diện tích: 4x20m CN 76m² đất vuông vức, nhà hoàn công đủ không lỗi phong thủy.
- Kết cấu: Trệt 2 lầu sân thượng, với 13PN khai thác full, nội thất đầy đủ.

- Vị trí nhà ngay trung tâm Bình Thạnh khu vực kinh doanh đa ngành nghề, là trung tâm di chuyển liên quận Phú Nhuận, Quận 3, Quận 1 chỉ 15p, Gò Vấp sân bay chỉ 10p đi xe.
- Hẻm xe hơi tới nhà, hẻm thông tứ phía ra Chu Văn An, Nguyễn Khuyến, Ngô Đức Kế,..
- Nhà phù hợp khách đầu tư giữ tiền, có nguồn thu nhập ổn định ~60triệu/tháng lãi suất ~ 5,6%/năm.

- Sổ hồng sẵn, pháp lí sạch, nhà hoàn công đủ mua bán công chứng ngay trong ngày.

* Giá chỉ 12,9 tỷ còn thương lượng có hỗ trợ vay Bank",Quận Bình Thạnh,Phường 1,52.6,Đất nhóm nhà ở hiện trạng,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000  Khu dân cư Phường 1 - 2 - 3 - 14, Quận Bình Thạnh (phần quy hoạch - kiến trúc và giao thông)",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-26-66/giam-500trieu-ban-4-tang-btct-4x16m-7pn-hxh-toi-p26-bt-nhinh-11-ty-pr45412195,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh","11,5 tỷ",66 m²,7 phòng,7 phòng,4 tầng,,,4 m,Sổ đỏ/ Sổ hồng,Đầy đủ,10.8106108059712,106.713034194166,"* Giảm 500triệu! Bán nhà 4 tầng BTCT (4x16m) 7PN - HXH tới nhà P26 Xô Viết Nghệ tĩnh Bình Thạnh chỉ 11.5 tỷ còn thương lượng.

- Diện tích: 4x16m CN 60,1m² Sổ vuông vức không lỗi phong thủy.
- Kết cấu: Trệt 2 lầu sân thượng, gồm 7PN 7WC nhà hiện đang khai thác CHDV sẵn dòng tiền.

- Hẻm rộng hơn 4m xe hơi ra vào thoải mái, thông Tầm Vu ra bờ sông ngay công viên thoáng mát,..
- Tiện ích đầy đủ ngân hàng, nhà sách, Bến xe Miền Đông cũ,.. Cách Nguyễn Gia Trí chỉ 200m tuyến đường kinh doanh mua bán sầm uất nhất Bình Thạnh,...
- Bất động sản phù hợp khách mua giữ tiền hoặc cải tạo thêm phòng làm CHDV cao cấp cho sinh viên xung quanh 7 trường ĐH lớn.

- Sổ hồng pháp lí chuẩn sổ sẵn tại nhà mua bán công chứng ngay trong ngày.

* Giá chỉ 11,5 tỷ còn thương lượng cho khách thiện chí",Quận Bình Thạnh,Phường 26,82.5,Đất giao thông,"Đồ án điều chỉnh quy hoạch chi tiết xây dựng (quy hoạch phân khu) tỷ lệ 1/2000 Khu dân cư tam giác Đài liệt sỹ, Phường 26, Quận Bình Thạnh",Thành công
https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-tung-phuong-pham-ngu-lao-1-53/ban-tai-ben-thanh-quan-1-gia-54-ty-128m2-hot-pr45719797,"Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",54 tỷ,128 m²,,,,,,,Sổ hồng,,10.7692333217516,106.689047041939,"Nhà riêng đường Tôn Thất Tùng, Phường Bến Thành, Hồ Chí Minh (Quận 1, Hồ Chí Minh cũ) với diện tích 128m², mang đến không gian sống thoải mái và tiện nghi. Ngôi nhà nằm ở vị trí trung tâm Quận 1, gần gũi với các tiện ích xung quanh, phù hợp cho gia đình hoặc đầu tư.

- Điểm nhấn:
+ Giá: 54 tỷ VND.
+ Diện tích: 128m².
+ Phong thủy tốt, mang lại tài lộc cho gia chủ.

- Khu vực xung quanh:
+ Bệnh viện Răng Hàm Mặt TP. HCM.
+ Siêu thị Bách Hóa Xanh.
+ Công viên 23 tháng 9.
+ Trường nhạc MPU.

Liên hệ ngay để biết thêm thông tin chi tiết qua số điện thoại
0903 717 ***
và gặp Nguyễn Bá Truyền.",Quận 1,Phường Phạm Ngũ Lão,1102.4,Đất tôn giáo,Đồ án quy hoạch chi tiết xây dựng đô thị tỷ lệ 1/2000 (quy hoạch phân khu) Khu Trung tâm hiện hữu thành phố Hồ Chí Minh (930ha),Thành công
