Diện tích,Số tầng,Đường vào,Pháp lý,Nội thất,Latitude,Longitude,Loại đường vào,Quan_Huyen,Phuong_Xa,Dien_Tich_Lo,duong_vao_null_flag,Đường_Từ_Địa_Chỉ,Ty_Le_Giao_Thong,Ty_Le_Cong_Cong_CX,Ty_Le_Khac,Ty_Le_Dat_O,Tổng số phòng,Khoảng giá
96.0,4.0,8.9,Sổ hồng,Trống / Nhà thô,10.8035682854439,106.704896006583,Mặt tiền,Quận Bình Thạnh,Phường 24,442.4,1,Đường Bạch Đằng,19.51401446654611,80.4226943942134,0.0,0.0,30.0,15.6
67.0,5.0,7.0,Sổ hồng,Trống / Nhà thô,10.7524463361194,106.674768882277,Chưa xác định,Quận 5,Phường 5,343.0,1,Đường Bùi Hữu Nghĩa,0.0,0.0,0.0,99.99708454810497,8.0,18.5
50.0,4.0,6.0,Sổ hồng,Đầy đủ,10.7514681334048,106.701395911814,Mặt tiền,Quận 7,Phường Tân Hưng,119958.53,0,Phố Trần Xuân Soạn,0.0,0.0,0.0,100.0,6.0,5.0
26.0,2.0,4.0,Sổ hồng,Cơ bản,10.8287666262424,106.63903845732,Mặt tiền,Quận Tân Bình,Phường 15,652.9,0,Đường Trần Thánh Tông,41.848675141675606,0.0,0.0,58.14826160208302,4.0,4.45
80.0,4.0,7.0,Sổ hồng,Trống / Nhà thô,10.6782272607218,106.703488084028,Chưa xác định,Huyện Nhà Bè,Xã Nhơn Đức,7167.9,0,Đường Nguyễn Bình,96.87983928347215,3.103977455042621,0.0,0.0,9.0,5.85
112.0,4.0,10.6,Sổ hồng,Trống / Nhà thô,10.8084732684978,106.68757115942,Chưa xác định,Quận Bình Thạnh,Phường 6,520.7,1,Đường Hoàng Hoa Thám,16.694833877472632,0.0,0.0,83.29940464758978,26.0,16.6
90.0,6.0,8.0,Sổ hồng,Đầy đủ,10.8033642630018,106.645110827273,Mặt tiền,Quận Tân Bình,Phường 13,183.7,1,Đường C1,0.0,0.0,0.0,100.0,28.0,19.0
62.0,3.0,6.0,Sổ hồng,Đầy đủ,10.7934519901362,106.641333564452,Mặt tiền,Quận Tân Bình,Phường 14,1464.9,0,Đường Âu Cơ,91.049218376681,5.186019523516963,0.0,3.766810021161854,6.0,9.5
97.0,1.0,4.0,Sổ hồng,Trống / Nhà thô,10.7778790860189,106.650245225783,Chưa xác định,Quận Tân Bình,Phường 9,1640.6,1,Đường Lạc Long Quân,95.15116420821651,0.0,4.847007192490552,0.0,2.0,8.245
40.0,4.0,20.0,Sổ hồng,Đầy đủ,10.8026081995326,106.695744194785,Hẻm ô tô,Quận Bình Thạnh,Phường 3,6996.2,1,Phố Phan Đăng Lưu,92.80480832451902,2.826534404390955,4.239873073954432,0.12849832766358882,5.0,10.0
41.0,2.0,4.0,Sổ hồng,Đầy đủ,10.8453425207284,106.665067124268,Hẻm ô tô,Quận Gò Vấp,Phường 16,162.2,0,Đường Thống Nhất,14.833538840937116,0.0,0.0,85.14796547472258,4.0,4.9
70.0,2.0,30.0,Sổ hồng,Đầy đủ,10.7381479400275,106.63725088183,Mặt tiền,Quận 6,Phường 7,105843.5,0,Đường Phạm Văn Chí,16.008248026567525,83.99173307760988,0.0,0.0,5.0,9.5
74.0,3.0,7.0,Sổ hồng,Trống / Nhà thô,10.7754271225861,106.630654170799,Mặt tiền,Quận Tân Phú,Phường Hiệp Tân,234.3,1,Đường Dương Khuê,0.0,0.0,0.0,100.0,8.0,11.5
273.0,3.0,12.0,Sổ hồng,Cơ bản,10.7430769859138,106.729825108927,Chưa xác định,Quận 7,Phường Bình Thuận,662.4,0,Đường Huỳnh Tấn Phát,8.543176328502417,0.0,0.0,91.45833333333334,10.0,29.0
68.0,6.0,4.0,Sổ hồng,Đầy đủ,10.7935899318363,106.679054544265,Chưa xác định,Quận Phú Nhuận,Phường 15,1660.1,0,Đường Nguyễn Văn Trỗi,79.13258237455577,0.0,0.0,20.86741762544425,24.0,13.5
80.0,4.0,6.0,Sổ hồng,Đầy đủ,10.8348056267141,106.664222777813,Chưa xác định,Quận Gò Vấp,Phường 10,49.4,0,Đường Thống Nhất,50.24291497975709,0.0,49.736842105263165,0.0,9.0,9.7
54.0,5.0,4.0,Sổ hồng,Đầy đủ,10.781308085322346,106.65361097512212,Hẻm ô tô,Quận Tân Bình,Phường 8,782.1,0,Đường Thành Mỹ,98.12939521800281,0.0,0.0,1.8693261731236415,10.0,9.9
100.0,1.0,4.0,Sổ hồng,Đầy đủ,10.6963303486261,106.744400070696,Chưa xác định,Huyện Nhà Bè,Thị trấn Nhà Bè,548867.9,0,Đường Đặng Nhữ Lâm,0.4184886745972938,0.0,0.0,0.0,12.0,5.1
247.0,2.0,6.0,Sổ hồng,Trống / Nhà thô,10.8054816400508,106.641292194939,Mặt tiền,Quận Tân Bình,Phường 13,80.3,0,Đường Trường Chinh,2.8891656288916563,0.0,0.0,97.12328767123287,4.0,22.0
68.0,4.0,4.0,Sổ hồng,Trống / Nhà thô,10.864885206941,106.613883197915,Chưa xác định,Quận 12,Phường Trung Mỹ Tây,,0,Đường Trung Mỹ Tây 19,,,,,8.0,5.5
239.0,1.0,5.0,Sổ hồng,Đầy đủ,10.7934814998922,106.691317164744,Mặt tiền,Quận 1,Phường Tân Định,2014.6,1,Đường Trần Khắc Chân,40.262086766603794,0.0,0.0,59.738409609848105,8.0,67.0
65.0,5.0,6.0,Sổ hồng,Đầy đủ,10.8379279759456,106.636602423273,Hẻm ô tô,Quận Gò Vấp,Phường 12,1849.6,0,Đường Phan Huy Ích,97.26589532871974,0.0,0.0,2.734645328719723,10.0,8.0
69.0,2.0,5.0,Sổ hồng,Trống / Nhà thô,10.8761665430278,106.773426504647,Chưa xác định,Thành phố Thủ Đức,Phường Linh Xuân,,0,Đường Số 10,,,,,8.0,4.8
60.0,4.0,6.0,Sổ hồng,Đầy đủ,10.8058726491749,106.605254693667,Chưa xác định,Quận Bình Tân,Phường Bình Hưng Hòa,106.2,0,Đường 26/3,90.06591337099812,0.0,0.0,9.887005649717514,8.0,8.6
48.0,3.0,7.333333333333333,Sổ hồng,Đầy đủ,10.6929620025651,106.740788377389,Chưa xác định,Huyện Nhà Bè,Thị trấn Nhà Bè,3078.9,1,Đường Huỳnh Tấn Phát,90.07047971678196,0.0,0.0,9.929195491896458,7.0,4.95
50.0,2.0,4.0,Sổ hồng,Cơ bản,10.8378041252318,106.636741383214,Hẻm ô tô,Quận Gò Vấp,Phường 12,191.4,0,Đường Phan Huy Ích,2.7324973876698015,0.0,0.0,97.26227795193311,4.0,5.95
153.0,3.0,13.5,không có,Trống / Nhà thô,10.8433222706662,106.709313572448,Chưa xác định,Thành phố Thủ Đức,Phường Hiệp Bình Chánh,,1,Đường 8,,,,,21.0,13.5
36.0,6.0,15.0,Sổ hồng,Trống / Nhà thô,10.7957931861667,106.690642007661,Chưa xác định,Quận 1,Phường Tân Định,2070.4,0,Đường Hoàng Sa,12.417407264296752,86.71561051004636,0.0,0.0,8.0,14.99
60.0,4.0,7.545454545454545,không có,Trống / Nhà thô,10.878525109276696,106.55288550022988,Chưa xác định,Huyện Hóc Môn,Xã Xuân Thới Sơn,34049.8,1,Unknown,0.0,10.637712996845796,89.36234574065045,0.0,8.0,6.0
50.0,5.0,5.55,Sổ hồng,Đầy đủ,10.7793655778813,106.679056113085,Chưa xác định,Quận 3,Phường 12,122.2,1,Đường Cách Mạng Tháng Tám,45.62193126022913,0.0,0.0,54.38625204582651,14.0,8.99
40.0,2.0,4.0,Sổ hồng,Trống / Nhà thô,10.7985184680121,106.606346341556,Hẻm ô tô,Quận Tân Phú,Phường Tây Thạnh,252.2,0,Đường Kênh 19/5,10.975416336241079,0.0,0.0,89.02458366375893,4.0,4.2
80.0,4.0,10.0,Sổ hồng,Đầy đủ,10.881638523495,106.637886682912,Mặt tiền,Quận 12,Phường Hiệp Thành,33762.1,0,Đường Nguyễn Thị Búp,0.25226511384066747,18.896810328741402,80.85089493840727,0.0,10.0,8.59
44.0,4.0,12.35,Sổ hồng,Cơ bản,10.7886490880428,106.683474740303,Mặt tiền,Quận 3,Phường Võ Thị Sáu,4867.0,1,Đường Hoàng Sa,62.41093075816725,30.770084240805424,6.819395931785493,0.0,9.0,18.0
59.0,1.0,5.2,Sổ hồng,Trống / Nhà thô,10.779788591798,106.667771563574,Mặt tiền,Quận 10,Phường 13,42832.0,1,Đường Tô Hiến Thành,8.418588905491221,91.34313130369817,0.0,0.23762607396339186,8.0,10.0
52.0,4.0,8.0,Sổ hồng,Đầy đủ,10.8013799777979,106.800700500145,Chưa xác định,Quận 9,Phường Phú Hữu,,0,Unknown,,,,,6.0,5.65
65.0,6.0,14.0,Sổ hồng,Trống / Nhà thô,10.7934316273842,106.687240714622,Chưa xác định,Quận 1,Phường Tân Định,72.3,1,Đường Nguyễn Văn Nguyễn,18.81051175656985,0.0,0.0,81.18948824343016,8.0,27.0
70.0,4.0,20.0,Sổ hồng,Trống / Nhà thô,10.7971977490211,106.679214599809,Mặt tiền,Quận Phú Nhuận,Phường 15,83.3,0,Đường Nguyễn Trọng Tuyển,24.753901560624254,0.0,0.0,75.29411764705883,12.0,19.5
75.0,4.0,8.0,Sổ hồng,Trống / Nhà thô,10.7722233361155,106.66938075836,Hẻm ô tô,Quận 10,Phường 12,2660.0,0,Đường Sư Vạn Hạnh,58.180075187969926,0.0,0.0,41.81203007518797,13.0,18.6
160.0,1.0,4.0,Sổ hồng,Trống / Nhà thô,10.7930748843488,106.730227433145,Chưa xác định,Quận 2,Phường Bình An,,0,Đường Số 26,,,,,4.0,14.6
75.0,3.0,12.0,Sổ hồng,Đầy đủ,10.80709,106.7999,Chưa xác định,Quận 9,Phường Phú Hữu,,1,Đường Bưng Ông Thoàn,,,,,7.0,9.9
41.0,4.0,4.0,Sổ hồng,Cơ bản,10.8083208666934,106.688183418818,Mặt tiền,Quận Bình Thạnh,Phường 6,1199.9,0,Đường Nguyễn Văn Đậu,95.86632219351611,0.0,0.0,4.134511209267439,7.0,8.6
234.0,1.0,20.0,Sổ hồng,Trống / Nhà thô,10.8649383090981,106.63420951161,Mặt tiền,Quận 12,Phường Tân Chánh Hiệp,4169.2,0,Đường Dương Thị Mười,50.40391442003263,0.0,0.0,45.83996929866641,3.0,24.5
88.0,4.0,10.8,Sổ đỏ,Trống / Nhà thô,10.7744290476374,106.697690562964,Hẻm ô tô,Quận 1,Phường Bến Thành,3438.2,1,Đường Lý Tự Trọng,82.24943284276657,0.0,17.750276307370136,0.0,13.0,30.0
48.0,4.0,7.0,Sổ hồng,Đầy đủ,10.8164768046307,106.706174706743,Hẻm ô tô,Quận Bình Thạnh,Phường 11,28121.5,1,Phố Nguyễn Xí,15.314190210337287,6.719520651458849,11.440997101861566,66.5252209163807,7.0,9.1
99.0,4.0,6.0,Sổ hồng,Đầy đủ,10.7978494689869,106.658393639708,Chưa xác định,Quận Tân Bình,Phường 4,2668.6,0,Đường Hoàng Văn Thụ,97.74675860001499,1.515401334032826,0.0,0.736715880986285,10.0,17.9
45.0,2.0,8.0,Sổ hồng,Đầy đủ,10.7562622525369,106.722634425495,Chưa xác định,Quận 7,Phường Tân Thuận Đông,38.7,0,Đường Trần Văn Khánh,0.0,0.0,0.0,99.92248062015504,6.0,6.5
96.0,5.0,12.0,Sổ hồng,Cơ bản,10.8119804415208,106.692368845155,Mặt tiền,Quận Bình Thạnh,Phường 11,136.8,1,Đường Nguyễn Văn Đậu,14.020467836257309,0.0,0.0,85.97222222222221,10.0,16.5
56.0,3.0,7.166666666666667,Sổ hồng,Trống / Nhà thô,10.799515163864,106.619315342165,Chưa xác định,Quận Tân Phú,Phường Tân Quý,796.3,1,Đường Tân Kỳ Tân Quý,49.07949265352254,50.92301896270251,0.0,0.0,8.0,9.9
68.0,3.0,8.0,Sổ hồng,Cơ bản,10.8147839837264,106.632541955312,Hẻm ô tô,Quận Tân Bình,Phường 15,1044.9,0,Đường Trường Chinh,33.269212364819595,0.0,0.0,66.72983060579959,8.0,6.0
111.0,4.0,10.8,Sổ hồng,Cơ bản,10.7883923385894,106.658873968723,Chưa xác định,Quận Tân Bình,Phường 7,70.0,1,Đường Bành Văn Trân,23.142857142857142,0.0,0.0,76.84285714285714,6.0,32.0
60.0,2.0,20.0,Sổ hồng,Trống / Nhà thô,10.7317278634584,106.74479821006,Mặt tiền,Quận 7,Phường Phú Thuận,3478.6,0,Unknown,42.50071867992871,0.0,57.49928132007129,0.0,4.0,4.7
28.0,4.0,10.0,Sổ hồng,Cao cấp,10.7974958848083,106.676601548694,Mặt tiền,Quận Phú Nhuận,Phường 8,1060.5,1,Đường Nguyễn Trọng Tuyển,62.57048561999057,0.0,0.0,37.43422913719944,9.0,6.75
65.0,3.0,8.0,Sổ hồng,Cơ bản,10.684862843080452,106.74674978293052,Chưa xác định,Huyện Nhà Bè,Thị trấn Nhà Bè,,0,Đường Đào Tông Nguyên,,,,,8.0,6.28
140.0,2.0,11.9,Sổ hồng,Trống / Nhà thô,10.839048378918772,106.83121795879453,Chưa xác định,Quận 9,Phường Long Thạnh Mỹ,,1,Đường Nguyễn Xiển,,,,,12.0,17.6
55.0,3.0,12.0,Sổ hồng,Đầy đủ,10.8299703824549,106.702491945719,Hẻm ô tô,Quận Bình Thạnh,Phường 13,1992.8,1,Đường Đặng Thùy Trâm,2.480931352870333,0.0,0.0,97.51957045363308,9.0,9.5
83.0,4.0,12.0,Sổ hồng,Trống / Nhà thô,10.7514080436114,106.665478182716,Mặt tiền,Quận 5,Phường 10,59.9,1,Đường Phan Phú Tiên,5.609348914858097,0.0,0.0,94.40734557595994,9.0,19.5
200.0,8.0,16.0,Sổ hồng,Trống / Nhà thô,10.7955615674736,106.706987751003,Mặt tiền,Quận Bình Thạnh,Phường 17,108.6,0,Đường Nguyễn Cửu Vân,27.651933701657462,0.0,0.0,72.3204419889503,30.0,70.0
43.0,2.0,4.0,Sổ hồng,Trống / Nhà thô,10.7973411962209,106.681197959535,Mặt tiền,Quận Phú Nhuận,Phường 1,1229.4,0,Đường Phan Đình Phùng,96.2819261428339,0.0,0.0,3.7164470473401656,4.0,7.5
67.0,3.0,3.0,Sổ hồng,Trống / Nhà thô,10.8091832619574,106.685172498872,Chưa xác định,Quận Phú Nhuận,Phường 5,2072.6,0,Đường Hoàng Hoa Thám,2.7670558718517806,0.0,0.0,97.2334266139149,7.0,8.7
51.0,3.0,3.0,Sổ hồng,Cơ bản,10.7627852637527,106.672521070245,Mặt tiền,Quận 10,Phường 2,3941.0,0,Đường Sư Vạn Hạnh,66.71377822887592,27.69474752600863,0.0,5.584876934788124,8.0,8.3
46.0,2.0,4.200000000000001,Sổ hồng,Trống / Nhà thô,10.7055863034622,106.740569270909,Chưa xác định,Quận 7,Phường Phú Thuận,342.8,1,Đường Chuyên Dùng 9,30.37339556592765,0.0,0.0,69.62952158693115,4.0,3.4
64.0,6.0,13.0,Sổ hồng,Trống / Nhà thô,10.732454,106.620895,Mặt tiền,Quận Bình Tân,Phường An Lạc,868.7,0,Đường An Dương Vương,89.41867157822033,0.0,0.0,10.579026131000346,12.0,1.36
88.0,6.0,8.0,Sổ hồng,Trống / Nhà thô,10.7790685617552,106.679093861149,Chưa xác định,Quận 10,Phường 12,1704.0,0,Đường Cách Mạng Tháng Tám,91.78286384976526,8.21537558685446,0.0,0.0,21.0,27.0
29.0,2.0,3.0,Sổ hồng,Đầy đủ,10.7517086510092,106.701602718934,Hẻm xe máy,Quận 7,Phường Tân Hưng,498563.61,0,Phố Trần Xuân Soạn,95.4990898754123,0.0,0.11544564995427567,4.385462468871324,4.0,3.7
57.0,2.0,3.0,Sổ hồng,Trống / Nhà thô,10.8503082353135,106.764502724353,Chưa xác định,Thành phố Thủ Đức,Phường Linh Chiểu,,1,Đường Võ Văn Ngân,,,,,4.0,4.59
100.0,3.0,18.0,không có,Trống / Nhà thô,10.774186788198,106.697468883276,Mặt tiền,Quận 1,Phường Bến Thành,2539.8,1,Đường Lý Tự Trọng,97.7895897314749,0.0,2.210016536735176,0.0,9.0,120.0
52.0,5.0,4.0,Sổ hồng,Cơ bản,10.8266553743306,106.635429263759,Hẻm ô tô,Quận Tân Bình,Phường 15,1770.9,0,Đường Cống Lở,10.124795301823932,0.0,0.0,89.8729459596815,8.0,6.99
64.0,3.0,11.666666666666668,Sổ hồng,Đầy đủ,10.8066511284907,106.662514217538,Mặt tiền,Quận Tân Bình,Phường 4,431.8,1,Đường Nguyễn Trọng Lội,94.43955534969894,0.0,0.0,5.555812876331634,9.0,15.0
57.0,3.0,20.0,Sổ hồng,Cơ bản,10.7702620641077,106.679158505421,Mặt tiền,Quận 3,Phường 3,44.4,0,Đường Võ Thị Sáu,0.0,0.0,0.0,100.0,8.0,12.9
126.0,5.0,16.2,không có,Trống / Nhà thô,10.8053268828039,106.698885168493,Mặt tiền,Quận Bình Thạnh,Phường 14,584.0,1,Phố Nguyễn Thiện Thuật,9.191780821917808,0.0,0.0,90.80308219178082,9.0,25.0
21.0,2.0,4.5,Sổ hồng,Trống / Nhà thô,10.7996059706975,106.700756734672,Chưa xác định,Quận Bình Thạnh,Phường 2,850.7,1,Đường Vũ Tùng,77.21876102033619,0.0,0.0,22.78711649230046,4.0,4.39
52.0,4.0,6.0,Sổ hồng,Đầy đủ,10.7667184864657,106.600480739887,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông A,1227.0,0,Đường Hương lộ 2,0.0,0.0,0.0,99.99837000814996,7.0,6.55
123.0,1.0,10.6,Sổ hồng,Trống / Nhà thô,21.0289486097874,105.852447225903,Mặt tiền,Quận 12,Phường Tân Thới Nhất,,1,Đường Trường Chinh,,,,,7.0,3.8
55.0,5.0,5.0,Sổ hồng,Cao cấp,10.8004204681863,106.643868949415,Hẻm ô tô,Quận Tân Bình,Phường 6,128.0,0,Đường Số 19,0.0,0.0,0.0,100.0,9.0,7.6
63.0,1.0,3.0,Sổ hồng,Cơ bản,10.6928554186937,106.740847817761,Chưa xác định,Huyện Nhà Bè,Thị trấn Nhà Bè,3078.9,0,Đường Huỳnh Tấn Phát,90.07047971678196,0.0,0.0,9.929195491896458,3.0,4.5
66.0,5.0,8.0,Sổ hồng,Đầy đủ,10.7662979720848,106.659433764065,Hẻm ô tô,Quận 10,Phường 14,1785.0,0,Phố Lý Thường Kiệt,86.6201680672269,0.0,0.0,13.36190476190476,12.0,19.4
60.0,2.0,6.0,Sổ hồng,Đầy đủ,10.7866681215783,106.627584014242,Chưa xác định,Quận Tân Phú,Phường Phú Thọ Hòa,48.0,0,Đường Nguyễn Sơn,31.145833333333332,0.0,0.0,68.9375,6.0,5.95
64.0,3.0,5.5,Sổ hồng,Trống / Nhà thô,10.8046057388232,106.815555532038,Mặt tiền,Quận 9,Phường Long Trường,,1,Đường Nguyễn Duy Trinh,,,,,7.0,5.7
100.0,4.0,8.0,Sổ hồng,Đầy đủ,10.8074505124735,106.703960003951,Mặt tiền,Quận Bình Thạnh,Phường 24,59.4,0,Đường Bùi Đình Túy,0.0,0.0,0.0,100.0,14.0,17.5
55.0,5.0,5.0,Sổ hồng,Đầy đủ,10.7617894507432,106.613644830334,Chưa xác định,Quận Bình Tân,Phường Bình Trị Đông,621.2,1,Đường Chiến Lược,45.24307791371539,0.0,0.0,54.76175144880876,9.0,7.8
36.0,3.0,4.0,Sổ hồng,Đầy đủ,10.8203086496271,106.703651707435,Mặt tiền,Quận Bình Thạnh,Phường 13,127.6,0,Phố Nguyễn Xí,97.59404388714734,0.0,0.0,2.4216300940438873,9.0,8.0
160.0,4.0,16.0,Sổ hồng,Trống / Nhà thô,10.8154756617058,106.59113681764,Mặt tiền,Quận Bình Tân,Phường Bình Hưng Hòa B,,0,Đường Nguyễn Thị Tú,,,,,12.0,13.5
131.0,4.0,5.0,Sổ hồng,Trống / Nhà thô,10.7657175409324,106.66344784341,Chưa xác định,Quận 10,Phường 14,3138.0,0,Đường 3/2,84.95251752708731,0.0,0.0,15.037284894837477,16.0,26.0
44.0,5.0,8.45,Sổ hồng,Trống / Nhà thô,10.7739751335495,106.677834722263,Hẻm ô tô,Quận 10,Phường 12,2646.0,1,Đường Cao Thắng,97.3941798941799,0.1436130007558579,1.199546485260771,1.255479969765684,10.0,11.9
54.0,6.0,30.0,Sổ hồng,Đầy đủ,10.753993284189,106.65886162063,Mặt tiền,Quận 5,Phường 11,75.2,0,Đường Châu Văn Liêm,0.41223404255319146,0.0,0.0,99.57446808510637,13.0,21.5
77.0,6.0,8.0,Sổ hồng,Trống / Nhà thô,10.7795628456432,106.667427129377,Mặt tiền,Quận 10,Phường 15,42832.0,0,Đường Tô Hiến Thành,8.418588905491221,91.34313130369817,0.0,0.23762607396339186,18.0,27.0
136.0,5.0,20.0,không có,Trống / Nhà thô,10.7639107718776,106.649231091568,Mặt tiền,Quận 11,Phường 8,3001.5,0,Đường Lãnh Binh Thăng,99.25870398134266,0.7396301849075462,0.0,0.0,15.0,58.0
45.0,4.0,15.516666666666666,Sổ hồng,Đầy đủ,10.8065276114248,106.71140950003,Chưa xác định,Quận Bình Thạnh,Phường 25,203.7,1,Đường Xô Viết Nghệ Tĩnh,21.575846833578797,0.0,0.0,78.40451644575357,9.0,8.25
43.0,4.0,3.0,Sổ hồng,Cơ bản,10.7472190146274,106.71967883936,Mặt tiền,Quận 7,Phường Tân Thuận Đông,953.5,0,Đường Tân Mỹ,57.78080755112743,0.0,0.0,0.0,7.0,5.9
90.0,4.0,10.0,Sổ hồng,Đầy đủ,10.707884082285,106.735095857189,Chưa xác định,Quận 7,Phường Phú Mỹ,290.6,0,Unknown,25.815554026152782,0.0,0.0,74.19821059876118,9.0,16.9
40.0,3.0,3.0,Sổ hồng,Đầy đủ,10.792826501585,106.668093703031,Mặt tiền,Quận Phú Nhuận,Phường 14,49.9,0,Đường Đặng Văn Ngữ,15.230460921843687,0.0,0.0,84.84969939879761,6.0,6.5
52.0,3.0,6.0,không có,Đầy đủ,10.8411861437035,106.774910996763,Chưa xác định,Quận 9,Phường Hiệp Phú,,0,Đường Chu Văn An,,,,,6.0,6.4
27.0,4.0,12.0,Sổ hồng,Cơ bản,10.7441647835323,106.684190951546,Mặt tiền,Quận 8,Phường 3,152.4,0,Đường Âu Dương Lân,6.758530183727034,0.0,0.0,93.20866141732283,7.0,7.35
54.0,4.0,6.0,Sổ hồng,Trống / Nhà thô,10.7874692822186,106.651271953711,Mặt tiền,Quận Tân Bình,Phường 11,136.6,0,Đường Lạc Long Quân,15.871156661786237,0.0,84.15080527086384,0.0,8.0,9.2
140.0,8.0,18.3,không có,Trống / Nhà thô,10.786551880628,106.701590411379,Mặt tiền,Quận 1,Phường Đa Kao,5320.1,1,Đường Nguyễn Thị Minh Khai,80.74096351572338,0.0,19.259224450668217,0.0,12.0,80.0
95.0,2.0,8.0,Sổ hồng,Cơ bản,10.8203349421179,106.703945064519,Hẻm ô tô,Quận Bình Thạnh,Phường 13,664.0,0,Phố Nguyễn Xí,88.32228915662651,3.052710843373494,0.0,8.618975903614459,6.0,12.5
47.0,5.0,6.0,Sổ hồng,Trống / Nhà thô,10.8233642185054,106.701833738118,Chưa xác định,Quận Bình Thạnh,Phường 13,45.4,0,Phố Nguyễn Xí,0.0,0.0,0.0,99.91189427312776,11.0,9.0
341.0,1.0,16.0,Sổ hồng,Trống / Nhà thô,10.7746590446889,106.664410330036,Mặt tiền,Quận 10,Phường 14,5455.0,0,Đường Thành Thái,35.629514207149406,0.0,0.0,64.36498625114574,2.0,106.0
76.0,2.0,3.4,Sổ đỏ,Trống / Nhà thô,10.7532418122255,106.629108806071,Chưa xác định,Quận 6,Phường 13,86.7,1,Đường Cư Xá Phú Lâm B,5.628604382929643,0.0,0.0,94.32525951557093,2.0,8.0
75.0,4.0,7.0,Sổ hồng,Đầy đủ,10.6972044761898,106.740397074378,Chưa xác định,Huyện Nhà Bè,Thị trấn Nhà Bè,4236.8,0,Đường Huỳnh Thị Đồng,16.80395581570997,39.1939671450151,0.0,44.001368957703924,8.0,8.2
54.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.7998272534687,106.630513022428,Mặt tiền,Quận Tân Phú,Phường Tân Sơn Nhì,665.5,0,Đường Tân Sơn Nhì,9.908339594290007,0.0,0.0,90.09166040570999,9.0,7.5
117.0,2.0,4.0,Sổ hồng,Cơ bản,10.8069923085861,106.695134954481,Chưa xác định,Quận Bình Thạnh,Phường 7,1088.6,0,Đường Nơ Trang Long,88.45857064119052,0.0,0.0,11.542347969869558,6.0,9.5
72.0,2.0,8.0,Sổ hồng,Trống / Nhà thô,10.8153499442062,106.707843701799,Chưa xác định,Quận Bình Thạnh,Phường 26,1206.8,0,Phố Nguyễn Xí,76.717765992708,0.0,0.0,23.278919456413657,4.0,8.8
200.0,3.0,16.0,Sổ hồng,Đầy đủ,10.8206307463987,106.777056929254,Chưa xác định,Quận 9,Phường Phước Long B,,0,Unknown,,,,,9.0,20.0
129.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.6748473561654,106.698688826558,Chưa xác định,Huyện Nhà Bè,Xã Nhơn Đức,473.6,1,Đường Lê Văn Lương,49.668496621621614,0.0,0.0,50.33361486486486,8.0,6.1
31.0,4.0,6.0,Sổ hồng,Trống / Nhà thô,10.8060640095381,106.711533032075,Mặt tiền,Quận Bình Thạnh,Phường 25,1691.1,0,Đường Xô Viết Nghệ Tĩnh,71.9029034356336,0.6995446750635681,0.0,27.39518656495772,15.0,7.4
124.0,3.0,6.0,Sổ hồng,Trống / Nhà thô,10.7865000850496,106.690834143804,Chưa xác định,Quận 3,Phường Võ Thị Sáu,122.3,0,Đường Võ Thị Sáu,21.986917416189698,0.0,78.0130825838103,0.0,7.0,29.5
68.0,2.0,7.0,Sổ hồng,Trống / Nhà thô,10.7927633129186,106.622517833778,Mặt tiền,Quận Tân Phú,Phường Tân Sơn Nhì,3673.1,0,Đường Nguyễn Súy,94.50545860444856,0.0,0.0,5.494813645149873,5.0,6.3
90.0,6.0,30.0,Sổ hồng,Trống / Nhà thô,10.8485970032471,106.586765223102,Chưa xác định,Quận 12,Phường Tân Thới Nhất,64.5,1,Đường Phan Văn Hớn,0.0,0.0,0.0,99.95348837209302,10.0,6.0
50.0,5.0,5.0,Sổ hồng,Đầy đủ,10.8451570915588,106.678267040608,Mặt tiền,Quận Gò Vấp,Phường 6,62.1,0,Đường Số 30,4.814814814814815,0.0,0.0,95.24959742351045,9.0,8.4
60.0,4.0,5.0,Sổ hồng,Cơ bản,10.8389670189029,106.648733028988,Hẻm ô tô,Quận Gò Vấp,Phường 8,2080.4,0,Đường Quang Trung,97.5336473755047,0.0,0.0,2.464910594116516,10.0,7.4
202.0,2.0,12.3,Sổ hồng,Cơ bản,10.8542599044534,106.756521709048,Chưa xác định,Thành phố Thủ Đức,Phường Linh Chiểu,,1,Đường Số 14,,,,,8.0,11.9
128.0,5.0,6.0,Sổ hồng,Trống / Nhà thô,10.7505524718127,106.735963820893,Mặt tiền,Quận 7,Phường Tân Thuận Tây,3299.4,0,Đường Bùi Văn Ba,64.26198702794449,0.0,0.0,0.0,38.0,17.8
32.0,4.0,3.6666666666666665,Sổ hồng,Đầy đủ,10.7724591815358,106.684427190628,Hẻm ô tô,Quận 3,Phường 4,9245.1,1,Đường Nguyễn Đình Chiểu,53.352803106510486,0.0,12.096570074958626,34.55019415690474,7.0,8.68
88.0,4.0,8.75,Sổ hồng,Đầy đủ,10.7646565630601,106.61913045652,Mặt tiền,Quận Bình Tân,Phường Bình Trị Đông,52.9,1,Đường Tân Hòa Đông,19.319470699432895,0.0,0.0,80.62381852551985,10.0,9.9
